Meadow,Site,MS,Elevation,Species1,Species2,Schoener,DipteraVsPlants
n,5,n5,1398.6,ProportionPotentilla sp#,ProportionZDensityDipteraTOTAL,0.261082538,x
i,3,i3,711.5,ProportionGeranium sp#,ProportionZDensityDipteraTOTAL,0.2618743,x
a,6,a6,981.9,ProportionPlantago lanceolata,ProportionZDensityDipteraTOTAL,0.262934509,x
o,4,o4,1576.2,ProportionCirsium arvense,ProportionZDensityDipteraTOTAL,0.264646414,x
n,1,n1,1390.3,ProportionCrepis sp# 2,ProportionZDensityDipteraTOTAL,0.26574068,x
u,2,u2,1749.2,ProportionCarlina acaulis,ProportionZDensityDipteraTOTAL,0.266193577,x
i,2,i2,737.4,ProportionLotus maritimus,ProportionZDensityDipteraTOTAL,0.266797312,x
a,4,a4,1002.8,ProportionLeucanthemum vulgare,ProportionZDensityDipteraTOTAL,0.267057799,x
i,5,i5,684.5,ProportionCrepis sp#,ProportionZDensityDipteraTOTAL,0.268726196,x
a,3,a3,949.8,ProportionArenaria/Linum ym#,ProportionZDensityDipteraTOTAL,0.269709969,x
i,5,i5,684.5,ProportionArabis/Arabidopsis,ProportionZDensityDipteraTOTAL,0.269773036,x
o,4,o4,1576.2,ProportionGalium sp#,ProportionZDensityDipteraTOTAL,0.269775956,x
n,3,n3,1407.7,ProportionClinopodium vulgare,ProportionZDensityDipteraTOTAL,0.270428016,x
n,5,n5,1398.6,ProportionGalium sp#,ProportionZDensityDipteraTOTAL,0.270572583,x
i,5,i5,684.5,ProportionCrepis/Hieracium,ProportionZDensityDipteraTOTAL,0.270811321,x
n,1,n1,1390.3,ProportionAnthyllis vulneraria,ProportionZDensityDipteraTOTAL,0.271608174,x
n,1,n1,1390.3,ProportionCarlina acaulis,ProportionZDensityDipteraTOTAL,0.271608174,x
o,4,o4,1576.2,ProportionMelampyrum sylvaticum,ProportionZDensityDipteraTOTAL,0.271827112,x
i,1,i1,766.3,ProportionAster amellus,ProportionZDensityDipteraTOTAL,0.272646273,x
a,3,a3,949.8,ProportionLathyrus pratensis,ProportionZDensityDipteraTOTAL,0.273005653,x
a,6,a6,981.9,ProportionBuphthalmum salicifolium,ProportionZDensityDipteraTOTAL,0.274056029,x
i,5,i5,684.5,ProportionDaucus carota,ProportionZDensityDipteraTOTAL,0.27602089,x
i,7,i7,648.5,ProportionLotus maritimus,ProportionZDensityDipteraTOTAL,0.277766367,x
i,4,i4,702.4,ProportionCampanula sp#,ProportionZDensityDipteraTOTAL,0.278950736,x
i,5,i5,684.5,ProportionAnthyllis vulneraria,ProportionZDensityDipteraTOTAL,0.279277113,x
a,5,a5,1001,ProportionCarlina acaulis,ProportionZDensityDipteraTOTAL,0.279937792,x
a,5,a5,1001,ProportionPolygonum aviculare,ProportionZDensityDipteraTOTAL,0.279937792,x
a,6,a6,981.9,ProportionCarlina vulgaris,ProportionZDensityDipteraTOTAL,0.279943159,x
a,1,a1,1020.6,ProportionPeucedanum sp#,ProportionZDensityDipteraTOTAL,0.280198951,x
n,1,n1,1390.3,ProportionApiaceae sp#,ProportionZDensityDipteraTOTAL,0.280748651,x
a,4,a4,1002.8,ProportionOrchis ustulata,ProportionZDensityDipteraTOTAL,0.28136175,x
a,4,a4,1002.8,ProportionArenaria/Linum ym#,ProportionZDensityDipteraTOTAL,0.281894344,x
a,3,a3,949.8,ProportionPlantago lanceolata,ProportionZDensityDipteraTOTAL,0.282537025,x
o,4,o4,1576.2,ProportionTaraxacum sp#,ProportionZDensityDipteraTOTAL,0.282557879,x
i,2,i2,737.4,ProportionCichorium intybus,ProportionZDensityDipteraTOTAL,0.282781422,x
a,3,a3,949.8,ProportionGeranium pusillum,ProportionZDensityDipteraTOTAL,0.284170854,x
a,5,a5,1001,ProportionCerastium sp#,ProportionZDensityDipteraTOTAL,0.284689822,x
i,5,i5,684.5,ProportionMedicago sativa,ProportionZDensityDipteraTOTAL,0.285576552,x
a,5,a5,1001,ProportionPotentilla sp#,ProportionZDensityDipteraTOTAL,0.285665516,x
i,5,i5,684.5,ProportionEuphrasia sp,ProportionZDensityDipteraTOTAL,0.285983314,x
n,5,n5,1398.6,ProportionTrifolium pratense,ProportionZDensityDipteraTOTAL,0.290728093,x
i,6,i6,702.2,ProportionAster amellus,ProportionZDensityDipteraTOTAL,0.291749902,x
i,7,i7,648.5,ProportionLathyrus pratensis,ProportionZDensityDipteraTOTAL,0.293421053,x
u,1,u1,1745.8,ProportionCentaurea sp#,ProportionZDensityDipteraTOTAL,0.294595693,x
n,4,n4,1420,ProportionCerastium sp#,ProportionZDensityDipteraTOTAL,0.295579526,x
n,3,n3,1407.7,ProportionAsperula cynanchica,ProportionZDensityDipteraTOTAL,0.29766537,x
n,3,n3,1407.7,ProportionApiaceae sp#,ProportionZDensityDipteraTOTAL,0.29766537,x
n,4,n4,1420,ProportionArabis/Arabidopsis,ProportionZDensityDipteraTOTAL,0.297927242,x
u,1,u1,1745.8,ProportionLathyrus pratensis,ProportionZDensityDipteraTOTAL,0.298231516,x
n,4,n4,1420,ProportionMelampyrum sylvaticum,ProportionZDensityDipteraTOTAL,0.299069374,x
o,3,o3,1612.7,ProportionLeucanthemum vulgare,ProportionZDensityDipteraTOTAL,0.301182392,x
i,1,i1,766.3,ProportionTeurium montanum,ProportionZDensityDipteraTOTAL,0.302049302,x
n,5,n5,1398.6,ProportionGlobularia cardiflora,ProportionZDensityDipteraTOTAL,0.302108977,x
i,6,i6,702.2,ProportionCerastium sp#,ProportionZDensityDipteraTOTAL,0.30227739,x
i,2,i2,737.4,ProportionSedum sp# yellow,ProportionZDensityDipteraTOTAL,0.302351624,x
a,6,a6,981.9,ProportionPolygonum aviculare,ProportionZDensityDipteraTOTAL,0.303288672,x
n,3,n3,1407.7,ProportionGalium sp#,ProportionZDensityDipteraTOTAL,0.303685486,x
i,5,i5,684.5,ProportionAgrimonia eupatoria,ProportionZDensityDipteraTOTAL,0.304204889,x
n,5,n5,1398.6,ProportionCerastium sp#,ProportionZDensityDipteraTOTAL,0.304714656,x
n,3,n3,1407.7,ProportionTragopodon pratensis,ProportionZDensityDipteraTOTAL,0.305933852,x
a,4,a4,1002.8,ProportionPotentilla sp#,ProportionZDensityDipteraTOTAL,0.30651327,x
i,5,i5,684.5,ProportionEchium vulgare,ProportionZDensityDipteraTOTAL,0.306911264,x
a,5,a5,1001,ProportionCentaurium sp#,ProportionZDensityDipteraTOTAL,0.307876028,x
i,6,i6,702.2,ProportionAnthyllis vulneraria,ProportionZDensityDipteraTOTAL,0.308108429,x
n,4,n4,1420,ProportionAtroba belladonna,ProportionZDensityDipteraTOTAL,0.308544839,x
n,4,n4,1420,ProportionGeranium sp#,ProportionZDensityDipteraTOTAL,0.308544839,x
a,3,a3,949.8,ProportionAcinos alpinus,ProportionZDensityDipteraTOTAL,0.308736666,x
a,1,a1,1020.6,ProportionCarlina vulgaris,ProportionZDensityDipteraTOTAL,0.309974026,x
i,4,i4,702.4,ProportionOnobrychis vicifolia,ProportionZDensityDipteraTOTAL,0.309975808,x
i,2,i2,737.4,ProportionCarlina vulgaris,ProportionZDensityDipteraTOTAL,0.31075028,x
i,3,i3,711.5,ProportionPotentilla erecta,ProportionZDensityDipteraTOTAL,0.310767949,x
u,2,u2,1749.2,ProportionBellis perennis,ProportionZDensityDipteraTOTAL,0.311024117,x
o,3,o3,1612.7,ProportionGymnadenia conopsea,ProportionZDensityDipteraTOTAL,0.311419393,x
i,5,i5,684.5,ProportionPlantago lanceolata,ProportionZDensityDipteraTOTAL,0.313028233,x
n,5,n5,1398.6,ProportionAsperula cynanchica,ProportionZDensityDipteraTOTAL,0.313363908,x
a,5,a5,1001,ProportionRosa sp#,ProportionZDensityDipteraTOTAL,0.313439606,x
a,2,a2,984.9,ProportionLathyrus pratensis,ProportionZDensityDipteraTOTAL,0.315328435,x
o,4,o4,1576.2,ProportionTeucrium chamaedris,ProportionZDensityDipteraTOTAL,0.315492011,x
a,6,a6,981.9,ProportionOdontites luteus,ProportionZDensityDipteraTOTAL,0.315634351,x
i,6,i6,702.2,ProportionValeriana,ProportionZDensityDipteraTOTAL,0.316014171,x
i,7,i7,648.5,ProportionSanguisorba minor,ProportionZDensityDipteraTOTAL,0.317368421,x
i,3,i3,711.5,ProportionMedicago lupulina,ProportionZDensityDipteraTOTAL,0.318091204,x
i,1,i1,766.3,ProportionPlantago lanceolata,ProportionZDensityDipteraTOTAL,0.319826891,x
i,5,i5,684.5,ProportionRanunculus sp#,ProportionZDensityDipteraTOTAL,0.320031034,x
i,6,i6,702.2,ProportionCrepis/Hieracium/Leontodon,ProportionZDensityDipteraTOTAL,0.320117004,x
o,4,o4,1576.2,ProportionLeucanthemum vulgare,ProportionZDensityDipteraTOTAL,0.320375292,x
o,3,o3,1612.7,ProportionGalium sp#,ProportionZDensityDipteraTOTAL,0.323224138,x
i,6,i6,702.2,ProportionEuphrasia sp,ProportionZDensityDipteraTOTAL,0.323885456,x
i,5,i5,684.5,ProportionCarduus nutans,ProportionZDensityDipteraTOTAL,0.326988605,x
i,1,i1,766.3,ProportionEuphorbia cyparissias,ProportionZDensityDipteraTOTAL,0.328779329,x
i,5,i5,684.5,ProportionCichorium intybus,ProportionZDensityDipteraTOTAL,0.329390605,x
i,6,i6,702.2,ProportionCirsium acaule,ProportionZDensityDipteraTOTAL,0.33055614,x
a,5,a5,1001,ProportionCirsium acaule,ProportionZDensityDipteraTOTAL,0.331847445,x
i,3,i3,711.5,ProportionVeronica chamaedris,ProportionZDensityDipteraTOTAL,0.333297629,x
i,2,i2,737.4,ProportionAnthyllis vulneraria,ProportionZDensityDipteraTOTAL,0.335754498,x
a,3,a3,949.8,ProportionMedicago lupulina,ProportionZDensityDipteraTOTAL,0.336180905,x
i,5,i5,684.5,ProportionArenaria/Linum ym#,ProportionZDensityDipteraTOTAL,0.336480565,x
i,6,i6,702.2,ProportionRubus sp#,ProportionZDensityDipteraTOTAL,0.336487932,x
n,4,n4,1420,ProportionPotentilla sp#,ProportionZDensityDipteraTOTAL,0.336717428,x
u,1,u1,1745.8,ProportionCirsium acaule,ProportionZDensityDipteraTOTAL,0.337328999,x
i,7,i7,648.5,ProportionCarlina vulgaris,ProportionZDensityDipteraTOTAL,0.337894737,x
a,5,a5,1001,ProportionVicia cracca,ProportionZDensityDipteraTOTAL,0.338258165,x
a,5,a5,1001,ProportionCarduus nutans,ProportionZDensityDipteraTOTAL,0.338258165,x
i,6,i6,702.2,ProportionGeranium sanguineum?,ProportionZDensityDipteraTOTAL,0.338454832,x
i,5,i5,684.5,ProportionOnonis spinosa,ProportionZDensityDipteraTOTAL,0.338504323,x
i,6,i6,702.2,ProportionVincetoxicum hirundinaria,ProportionZDensityDipteraTOTAL,0.341667962,x
i,4,i4,702.4,ProportionPeucedanum sp#,ProportionZDensityDipteraTOTAL,0.343730006,x
a,5,a5,1001,ProportionAtroba belladonna,ProportionZDensityDipteraTOTAL,0.34536461,x
a,6,a6,981.9,ProportionLeucanthemum vulgare,ProportionZDensityDipteraTOTAL,0.346071864,x
a,5,a5,1001,ProportionBellis perennis,ProportionZDensityDipteraTOTAL,0.346228616,x
a,2,a2,984.9,ProportionCarlina vulgaris,ProportionZDensityDipteraTOTAL,0.34673705,x
n,1,n1,1390.3,ProportionArenaria/Linum ym#,ProportionZDensityDipteraTOTAL,0.347741614,x
n,4,n4,1420,ProportionAsperula cynanchica,ProportionZDensityDipteraTOTAL,0.348477157,x
i,7,i7,648.5,ProportionCentaurea sp#,ProportionZDensityDipteraTOTAL,0.34850776,x
n,1,n1,1390.3,ProportionAchillea millefolium,ProportionZDensityDipteraTOTAL,0.349030053,x
a,4,a4,1002.8,ProportionCampanula sp#,ProportionZDensityDipteraTOTAL,0.349499954,x
i,6,i6,702.2,ProportionPlantago lanceolata,ProportionZDensityDipteraTOTAL,0.349883571,x
a,3,a3,949.8,ProportionRosa sp#,ProportionZDensityDipteraTOTAL,0.349941195,x
u,1,u1,1745.8,ProportionVicia sepium,ProportionZDensityDipteraTOTAL,0.349988858,x
a,5,a5,1001,ProportionOrchis ustulata,ProportionZDensityDipteraTOTAL,0.350544323,x
i,5,i5,684.5,ProportionCampanula glomerata,ProportionZDensityDipteraTOTAL,0.351562213,x
a,3,a3,949.8,ProportionTeurium montanum,ProportionZDensityDipteraTOTAL,0.351758794,x
a,1,a1,1020.6,ProportionMedicago lupulina,ProportionZDensityDipteraTOTAL,0.352318218,x
o,3,o3,1612.7,ProportionAegopodium podagraria,ProportionZDensityDipteraTOTAL,0.3524604,x
a,3,a3,949.8,ProportionCentaurea sp#,ProportionZDensityDipteraTOTAL,0.352577756,x
i,5,i5,684.5,ProportionStachys officinalis,ProportionZDensityDipteraTOTAL,0.353597739,x
u,1,u1,1745.8,ProportionBellis perennis,ProportionZDensityDipteraTOTAL,0.354201665,x
n,4,n4,1420,ProportionRubus sp#,ProportionZDensityDipteraTOTAL,0.354612444,x
i,1,i1,766.3,ProportionLathyrus pratensis,ProportionZDensityDipteraTOTAL,0.35487823,x
i,5,i5,684.5,ProportionOnobrychis vicifolia,ProportionZDensityDipteraTOTAL,0.355480322,x
i,5,i5,684.5,ProportionTaraxacum sp#,ProportionZDensityDipteraTOTAL,0.355480322,x
i,7,i7,648.5,ProportionPlantago lanceolata,ProportionZDensityDipteraTOTAL,0.356467947,x
i,7,i7,648.5,ProportionSalvia pratensis,ProportionZDensityDipteraTOTAL,0.356641221,x
n,5,n5,1398.6,ProportionCrepis/Hieracium,ProportionZDensityDipteraTOTAL,0.356682762,x
i,5,i5,684.5,ProportionDianthus sp#,ProportionZDensityDipteraTOTAL,0.357288083,x
i,6,i6,702.2,ProportionSolanum dulgamara,ProportionZDensityDipteraTOTAL,0.358710155,x
o,3,o3,1612.7,ProportionHelianthemum nummularium,ProportionZDensityDipteraTOTAL,0.35911546,x
i,6,i6,702.2,ProportionCarlina vulgaris,ProportionZDensityDipteraTOTAL,0.359364568,x
n,1,n1,1390.3,ProportionLeucanthemum vulgare,ProportionZDensityDipteraTOTAL,0.359402185,x
i,3,i3,711.5,ProportionCentaurea sp#,ProportionZDensityDipteraTOTAL,0.359516724,x
a,1,a1,1020.6,ProportionBuphthalmum salicifolium,ProportionZDensityDipteraTOTAL,0.361032553,x
i,2,i2,737.4,ProportionCarlina acaulis,ProportionZDensityDipteraTOTAL,0.361142217,x
a,5,a5,1001,ProportionGentiana verna,ProportionZDensityDipteraTOTAL,0.361648972,x
i,3,i3,711.5,ProportionClinopodium vulgare,ProportionZDensityDipteraTOTAL,0.36210846,x
a,5,a5,1001,ProportionTeurium montanum,ProportionZDensityDipteraTOTAL,0.362459214,x
a,5,a5,1001,ProportionStachys officinalis,ProportionZDensityDipteraTOTAL,0.364183846,x
a,5,a5,1001,ProportionSalvia pratensis,ProportionZDensityDipteraTOTAL,0.364834613,x
i,1,i1,766.3,ProportionPolygala comosa,ProportionZDensityDipteraTOTAL,0.36505475,x
i,3,i3,711.5,ProportionCerastium sp#,ProportionZDensityDipteraTOTAL,0.365322234,x
o,4,o4,1576.2,ProportionViola sp#,ProportionZDensityDipteraTOTAL,0.36560035,x
a,2,a2,984.9,ProportionLigustrum vulgare,ProportionZDensityDipteraTOTAL,0.365781156,x
i,6,i6,702.2,ProportionEuphorbia cyparissias,ProportionZDensityDipteraTOTAL,0.365867042,x
a,4,a4,1002.8,ProportionAllium carinatum,ProportionZDensityDipteraTOTAL,0.365899337,x
a,4,a4,1002.8,ProportionStachys officinalis,ProportionZDensityDipteraTOTAL,0.365899337,x
o,3,o3,1612.7,ProportionLathyrus pratensis,ProportionZDensityDipteraTOTAL,0.367083787,x
i,5,i5,684.5,ProportionCarlina acaulis,ProportionZDensityDipteraTOTAL,0.367329666,x
i,4,i4,702.4,ProportionCapsella bursa-pastoris,ProportionZDensityDipteraTOTAL,0.367446054,x
i,6,i6,702.2,ProportionGlobularia nudicaulis,ProportionZDensityDipteraTOTAL,0.368178823,x
i,4,i4,702.4,ProportionCerastium sp#,ProportionZDensityDipteraTOTAL,0.368334846,x
a,5,a5,1001,ProportionParnassia palustris,ProportionZDensityDipteraTOTAL,0.369191837,x
a,2,a2,984.9,ProportionCentaurea sp#,ProportionZDensityDipteraTOTAL,0.369501402,x
n,3,n3,1407.7,ProportionSilene nutans,ProportionZDensityDipteraTOTAL,0.370709942,x
a,6,a6,981.9,ProportionArenaria/Linum ym#,ProportionZDensityDipteraTOTAL,0.37088916,x
u,2,u2,1749.2,ProportionAegopodium podagraria,ProportionZDensityDipteraTOTAL,0.371074039,x
i,5,i5,684.5,ProportionPotentilla erecta,ProportionZDensityDipteraTOTAL,0.371974443,x
i,5,i5,684.5,ProportionPlantago media,ProportionZDensityDipteraTOTAL,0.37197831,x
i,5,i5,684.5,ProportionHippocrepis comosa,ProportionZDensityDipteraTOTAL,0.37297221,x
i,1,i1,766.3,ProportionTrifolium montana,ProportionZDensityDipteraTOTAL,0.373439837,x
u,2,u2,1749.2,ProportionGalium sp#,ProportionZDensityDipteraTOTAL,0.373524117,x
a,6,a6,981.9,ProportionTrifolium pratense,ProportionZDensityDipteraTOTAL,0.37365369,x
i,4,i4,702.4,ProportionCampanula glomerata,ProportionZDensityDipteraTOTAL,0.373960333,x
i,7,i7,648.5,ProportionMedicago minima,ProportionZDensityDipteraTOTAL,0.374553049,x
i,5,i5,684.5,ProportionPimpinella sp#,ProportionZDensityDipteraTOTAL,0.374644653,x
n,1,n1,1390.3,ProportionDaucus carota,ProportionZDensityDipteraTOTAL,0.375918657,x
u,1,u1,1745.8,ProportionGalium sp#,ProportionZDensityDipteraTOTAL,0.37715021,x
a,1,a1,1020.6,ProportionCarlina acaulis,ProportionZDensityDipteraTOTAL,0.377820567,x
i,5,i5,684.5,ProportionCarum carvi,ProportionZDensityDipteraTOTAL,0.377972916,x
i,4,i4,702.4,ProportionPlantago lanceolata,ProportionZDensityDipteraTOTAL,0.379563388,x
i,3,i3,711.5,ProportionPlantago media,ProportionZDensityDipteraTOTAL,0.380317148,x
n,3,n3,1407.7,ProportionCentaurea sp#,ProportionZDensityDipteraTOTAL,0.380373277,x
n,4,n4,1420,ProportionMedicago lupulina,ProportionZDensityDipteraTOTAL,0.380433779,x
i,5,i5,684.5,ProportionOrchis ustulata,ProportionZDensityDipteraTOTAL,0.380871773,x
i,5,i5,684.5,ProportionVerbena officinalis,ProportionZDensityDipteraTOTAL,0.380871773,x
i,6,i6,702.2,ProportionArabis/Arabidopsis,ProportionZDensityDipteraTOTAL,0.382518771,x
n,2,n2,1405.5,ProportionCampanula glomerata,ProportionZDensityDipteraTOTAL,0.382613588,x
i,5,i5,684.5,ProportionGlobularia nudicaulis,ProportionZDensityDipteraTOTAL,0.383000266,x
i,3,i3,711.5,ProportionTaraxacum sp#,ProportionZDensityDipteraTOTAL,0.383297629,x
a,6,a6,981.9,ProportionAllium carinatum,ProportionZDensityDipteraTOTAL,0.383794443,x
a,4,a4,1002.8,ProportionCarduus nutans,ProportionZDensityDipteraTOTAL,0.385452659,x
n,1,n1,1390.3,ProportionOnonis spinosa,ProportionZDensityDipteraTOTAL,0.385882344,x
a,6,a6,981.9,ProportionPlantago media,ProportionZDensityDipteraTOTAL,0.386292831,x
n,5,n5,1398.6,ProportionGlobularia nudicaulis,ProportionZDensityDipteraTOTAL,0.386667615,x
a,2,a2,984.9,ProportionSanguisorba minor,ProportionZDensityDipteraTOTAL,0.386757007,x
a,4,a4,1002.8,ProportionCirsium acaule,ProportionZDensityDipteraTOTAL,0.387043152,x
a,4,a4,1002.8,ProportionCentaurea sp#,ProportionZDensityDipteraTOTAL,0.387159322,x
i,2,i2,737.4,ProportionEchium vulgare,ProportionZDensityDipteraTOTAL,0.38727739,x
a,1,a1,1020.6,ProportionTeurium montanum,ProportionZDensityDipteraTOTAL,0.388433778,x
i,6,i6,702.2,ProportionPolygala vulgaris,ProportionZDensityDipteraTOTAL,0.388576513,x
n,5,n5,1398.6,ProportionCarlina acaulis,ProportionZDensityDipteraTOTAL,0.388797978,x
o,3,o3,1612.7,ProportionPlantago lanceolata,ProportionZDensityDipteraTOTAL,0.38917265,x
u,2,u2,1749.2,ProportionLamium album,ProportionZDensityDipteraTOTAL,0.390468152,x
n,3,n3,1407.7,ProportionLeucanthemum vulgare,ProportionZDensityDipteraTOTAL,0.390661479,x
a,5,a5,1001,ProportionCrepis/Hieracium/Leontodon,ProportionZDensityDipteraTOTAL,0.390928381,x
a,6,a6,981.9,ProportionRanunculus sp#,ProportionZDensityDipteraTOTAL,0.392252895,x
i,5,i5,684.5,ProportionCirsium acaule,ProportionZDensityDipteraTOTAL,0.393398223,x
o,3,o3,1612.7,ProportionCampanula sp#,ProportionZDensityDipteraTOTAL,0.394238506,x
i,4,i4,702.4,ProportionRanunculus sp#,ProportionZDensityDipteraTOTAL,0.394459819,x
a,5,a5,1001,ProportionSambucus sp#,ProportionZDensityDipteraTOTAL,0.396228616,x
n,3,n3,1407.7,ProportionArenaria/Linum ym#,ProportionZDensityDipteraTOTAL,0.397262612,x
a,5,a5,1001,ProportionVeronica chamaedris,ProportionZDensityDipteraTOTAL,0.398274889,x
a,2,a2,984.9,ProportionAnacamptis pyramidalis,ProportionZDensityDipteraTOTAL,0.398389852,x
a,2,a2,984.9,ProportionRosa sp#,ProportionZDensityDipteraTOTAL,0.398389852,x
i,3,i3,711.5,ProportionPlantago lanceolata,ProportionZDensityDipteraTOTAL,0.398705865,x
i,7,i7,648.5,ProportionTrifolium pratense,ProportionZDensityDipteraTOTAL,0.398947368,x
i,7,i7,648.5,ProportionTrifolium montana,ProportionZDensityDipteraTOTAL,0.399266348,x
i,7,i7,648.5,ProportionHippocrepis comosa,ProportionZDensityDipteraTOTAL,0.399717587,x
a,1,a1,1020.6,ProportionCarum carvi,ProportionZDensityDipteraTOTAL,0.399747765,x
a,3,a3,949.8,ProportionCirsium acaule,ProportionZDensityDipteraTOTAL,0.400242592,x
a,3,a3,949.8,ProportionVicia cracca,ProportionZDensityDipteraTOTAL,0.400270584,x
a,6,a6,981.9,ProportionTrifolium montana,ProportionZDensityDipteraTOTAL,0.400916584,x
i,1,i1,766.3,ProportionCerastium sp#,ProportionZDensityDipteraTOTAL,0.400950401,x
n,1,n1,1390.3,ProportionCarduus defloratus,ProportionZDensityDipteraTOTAL,0.400997027,x
i,3,i3,711.5,ProportionHypericum sp#,ProportionZDensityDipteraTOTAL,0.401508654,x
i,5,i5,684.5,ProportionHieracium pilosella,ProportionZDensityDipteraTOTAL,0.40184718,x
u,1,u1,1745.8,ProportionPimpinella sp#,ProportionZDensityDipteraTOTAL,0.403015814,x
i,5,i5,684.5,ProportionPotentilla sp#,ProportionZDensityDipteraTOTAL,0.403099369,x
i,2,i2,737.4,ProportionTrifolium montana,ProportionZDensityDipteraTOTAL,0.40363388,x
o,3,o3,1612.7,ProportionCampanula glomerata,ProportionZDensityDipteraTOTAL,0.404247228,x
a,2,a2,984.9,ProportionTrifolium pratense,ProportionZDensityDipteraTOTAL,0.405930935,x
i,6,i6,702.2,ProportionTrifolium pratense,ProportionZDensityDipteraTOTAL,0.406069498,x
u,1,u1,1745.8,ProportionVeronica officinalis,ProportionZDensityDipteraTOTAL,0.406440471,x
n,4,n4,1420,ProportionLamium album,ProportionZDensityDipteraTOTAL,0.410933229,x
n,4,n4,1420,ProportionAnthyllis vulneraria,ProportionZDensityDipteraTOTAL,0.411505922,x
i,2,i2,737.4,ProportionGalium sp#,ProportionZDensityDipteraTOTAL,0.411534155,x
o,3,o3,1612.7,ProportionRanunculus sp#,ProportionZDensityDipteraTOTAL,0.411542476,x
o,3,o3,1612.7,ProportionCirsium acaule,ProportionZDensityDipteraTOTAL,0.411812739,x
n,2,n2,1405.5,ProportionCirsium acaule,ProportionZDensityDipteraTOTAL,0.412575608,x
a,2,a2,984.9,ProportionPeucedanum sp#,ProportionZDensityDipteraTOTAL,0.413311383,x
o,3,o3,1612.7,ProportionThesium sp#,ProportionZDensityDipteraTOTAL,0.414435729,x
n,3,n3,1407.7,ProportionTaraxacum sp#,ProportionZDensityDipteraTOTAL,0.415230684,x
u,2,u2,1749.2,ProportionAcinos alpinus,ProportionZDensityDipteraTOTAL,0.415579947,x
a,1,a1,1020.6,ProportionArabis/Arabidopsis,ProportionZDensityDipteraTOTAL,0.416489341,x
i,5,i5,684.5,ProportionConyza sp#,ProportionZDensityDipteraTOTAL,0.417096911,x
a,2,a2,984.9,ProportionCrepis/Hieracium/Leontodon,ProportionZDensityDipteraTOTAL,0.417550838,x
n,1,n1,1390.3,ProportionCarum carvi,ProportionZDensityDipteraTOTAL,0.418243281,x
i,5,i5,684.5,ProportionAchillea millefolium,ProportionZDensityDipteraTOTAL,0.418742493,x
i,3,i3,711.5,ProportionVerbena officinalis,ProportionZDensityDipteraTOTAL,0.419530483,x
