Meadow,Site,MS,Elevation,Species1,Species2,Schoener,OverallVsPlants
a,5,a5,1001,ProportionBellis perennis,ProportionZInsectDensity,0.27979146,x
a,3,a3,949.8,ProportionHippocrepis comosa,ProportionZInsectDensity,0.28021148,x
i,5,i5,684.5,ProportionSedum album,ProportionZInsectDensity,0.282011095,x
n,4,n4,1420,ProportionCerastium sp#,ProportionZInsectDensity,0.282538799,x
a,5,a5,1001,ProportionArabis/Arabidopsis,ProportionZInsectDensity,0.282992029,x
a,5,a5,1001,ProportionCentaurium sp#,ProportionZInsectDensity,0.283018868,x
a,3,a3,949.8,ProportionSedum sp# yellow,ProportionZInsectDensity,0.283987915,x
i,2,i2,737.4,ProportionCichorium intybus,ProportionZInsectDensity,0.28457226,x
i,7,i7,648.5,ProportionAchillea millefolium,ProportionZInsectDensity,0.288135593,x
n,4,n4,1420,ProportionPotentilla sp#,ProportionZInsectDensity,0.288690904,x
a,3,a3,949.8,ProportionPlantago lanceolata,ProportionZInsectDensity,0.290518991,x
a,1,a1,1020.6,ProportionMedicago lupulina,ProportionZInsectDensity,0.292072706,x
a,4,a4,1002.8,ProportionParnassia palustris,ProportionZInsectDensity,0.292188767,x
o,3,o3,1612.7,ProportionSanguisorba minor,ProportionZInsectDensity,0.292408751,x
u,2,u2,1749.2,ProportionBellis perennis,ProportionZInsectDensity,0.292430596,x
a,3,a3,949.8,ProportionTrifolium repens,ProportionZInsectDensity,0.293544913,x
i,7,i7,648.5,ProportionLotus maritimus,ProportionZInsectDensity,0.293716412,x
a,5,a5,1001,ProportionGentiana verna,ProportionZInsectDensity,0.294319926,x
i,3,i3,711.5,ProportionGeranium sp#,ProportionZInsectDensity,0.29451892,x
a,5,a5,1001,ProportionSalvia pratensis,ProportionZInsectDensity,0.295795073,x
i,5,i5,684.5,ProportionSilene vulgaris,ProportionZInsectDensity,0.297261119,x
o,3,o3,1612.7,ProportionGymnadenia conopsea,ProportionZInsectDensity,0.297436832,x
u,1,u1,1745.8,ProportionCirsium acaule,ProportionZInsectDensity,0.298506391,x
a,4,a4,1002.8,ProportionPotentilla sp#,ProportionZInsectDensity,0.298834664,x
i,7,i7,648.5,ProportionAster amellus,ProportionZInsectDensity,0.298964218,x
a,4,a4,1002.8,ProportionLeucanthemum vulgare,ProportionZInsectDensity,0.30095443,x
n,5,n5,1398.6,ProportionCerastium sp#,ProportionZInsectDensity,0.301013173,x
o,4,o4,1576.2,ProportionGalium sp#,ProportionZInsectDensity,0.301305066,x
a,1,a1,1020.6,ProportionBuphthalmum salicifolium,ProportionZInsectDensity,0.301611015,x
a,5,a5,1001,ProportionAtroba belladonna,ProportionZInsectDensity,0.302272978,x
i,1,i1,766.3,ProportionGeranium sanguineum?,ProportionZInsectDensity,0.304212378,x
n,3,n3,1407.7,ProportionOnonis spinosa,ProportionZInsectDensity,0.305177112,x
i,4,i4,702.4,ProportionAnthyllis vulneraria,ProportionZInsectDensity,0.30529595,x
i,7,i7,648.5,ProportionPlantago lanceolata,ProportionZInsectDensity,0.30636999,x
i,6,i6,702.2,ProportionRanunculus sp#,ProportionZInsectDensity,0.307198378,x
a,5,a5,1001,ProportionSedum sp# yellow,ProportionZInsectDensity,0.30734856,x
a,3,a3,949.8,ProportionArabis/Arabidopsis,ProportionZInsectDensity,0.308930808,x
a,2,a2,984.9,ProportionAnacamptis pyramidalis,ProportionZInsectDensity,0.309100546,x
a,2,a2,984.9,ProportionRosa sp#,ProportionZInsectDensity,0.309100546,x
n,2,n2,1405.5,ProportionAegopodium podagraria,ProportionZInsectDensity,0.311881188,x
i,6,i6,702.2,ProportionLathyrus pratensis,ProportionZInsectDensity,0.311945987,x
i,3,i3,711.5,ProportionPlantago lanceolata,ProportionZInsectDensity,0.313077718,x
n,3,n3,1407.7,ProportionTaraxacum sp#,ProportionZInsectDensity,0.313351499,x
i,7,i7,648.5,ProportionCirsium acaule,ProportionZInsectDensity,0.313559322,x
i,6,i6,702.2,ProportionSolanum dulgamara,ProportionZInsectDensity,0.313707702,x
i,4,i4,702.4,ProportionCampanula glomerata,ProportionZInsectDensity,0.316718588,x
n,1,n1,1390.3,ProportionLathyrus pratensis,ProportionZInsectDensity,0.318078011,x
i,3,i3,711.5,ProportionStachys officinalis,ProportionZInsectDensity,0.32014044,x
i,5,i5,684.5,ProportionRanunculus sp#,ProportionZInsectDensity,0.32023946,x
i,3,i3,711.5,ProportionTrifolium campestre,ProportionZInsectDensity,0.321736355,x
u,1,u1,1745.8,ProportionLathyrus pratensis,ProportionZInsectDensity,0.322747529,x
a,2,a2,984.9,ProportionOrchis ustulata,ProportionZInsectDensity,0.323708908,x
i,5,i5,684.5,ProportionAnthericum ramosum,ProportionZInsectDensity,0.326684145,x
n,4,n4,1420,ProportionArabis/Arabidopsis,ProportionZInsectDensity,0.327076448,x
i,4,i4,702.4,ProportionCampanula sp#,ProportionZInsectDensity,0.327102804,x
i,6,i6,702.2,ProportionCarlina acaulis,ProportionZInsectDensity,0.327839882,x
o,3,o3,1612.7,ProportionLeucanthemum vulgare,ProportionZInsectDensity,0.328220954,x
i,1,i1,766.3,ProportionPlantago lanceolata,ProportionZInsectDensity,0.328993448,x
a,5,a5,1001,ProportionSambucus sp#,ProportionZInsectDensity,0.32979146,x
a,4,a4,1002.8,ProportionAllium carinatum,ProportionZInsectDensity,0.329934632,x
a,4,a4,1002.8,ProportionStachys officinalis,ProportionZInsectDensity,0.329934632,x
o,3,o3,1612.7,ProportionAegopodium podagraria,ProportionZInsectDensity,0.330468434,x
a,3,a3,949.8,ProportionMedicago lupulina,ProportionZInsectDensity,0.331117825,x
n,4,n4,1420,ProportionAtroba belladonna,ProportionZInsectDensity,0.331461827,x
u,1,u1,1745.8,ProportionCentaurea sp#,ProportionZInsectDensity,0.331753555,x
a,5,a5,1001,ProportionPolygala vulgaris,ProportionZInsectDensity,0.332671301,x
n,4,n4,1420,ProportionAsperula cynanchica,ProportionZInsectDensity,0.336410883,x
n,5,n5,1398.6,ProportionGlobularia nudicaulis,ProportionZInsectDensity,0.336918474,x
i,5,i5,684.5,ProportionSalvia pratensis,ProportionZInsectDensity,0.338243025,x
u,2,u2,1749.2,ProportionCarlina acaulis,ProportionZInsectDensity,0.339652722,x
n,2,n2,1405.5,ProportionCirsium acaule,ProportionZInsectDensity,0.339727723,x
i,5,i5,684.5,ProportionHippocrepis comosa,ProportionZInsectDensity,0.340322245,x
i,6,i6,702.2,ProportionVincetoxicum hirundinaria,ProportionZInsectDensity,0.342745085,x
a,6,a6,981.9,ProportionPlantago lanceolata,ProportionZInsectDensity,0.343601459,x
a,5,a5,1001,ProportionPlantago lanceolata,ProportionZInsectDensity,0.343741342,x
i,6,i6,702.2,ProportionPlantago media,ProportionZInsectDensity,0.344559479,x
i,6,i6,702.2,ProportionValeriana,ProportionZInsectDensity,0.34498411,x
a,3,a3,949.8,ProportionVicia cracca,ProportionZInsectDensity,0.345108064,x
i,3,i3,711.5,ProportionEchium vulgare,ProportionZInsectDensity,0.345228216,x
a,5,a5,1001,ProportionLathyrus pratensis,ProportionZInsectDensity,0.345580933,x
i,6,i6,702.2,ProportionGeranium sanguineum?,ProportionZInsectDensity,0.34599562,x
a,1,a1,1020.6,ProportionCarum carvi,ProportionZInsectDensity,0.346179146,x
u,1,u1,1745.8,ProportionGalium sp#,ProportionZInsectDensity,0.347623151,x
a,2,a2,984.9,ProportionMedicago sativa,ProportionZInsectDensity,0.349214864,x
n,5,n5,1398.6,ProportionCarduus defloratus,ProportionZInsectDensity,0.349419465,x
a,1,a1,1020.6,ProportionPeucedanum sp#,ProportionZInsectDensity,0.350755636,x
o,4,o4,1576.2,ProportionKnautia/ Scabiosa,ProportionZInsectDensity,0.35134211,x
a,3,a3,949.8,ProportionRubus sp#,ProportionZInsectDensity,0.351354216,x
i,1,i1,766.3,ProportionConvolvulus arvensis,ProportionZInsectDensity,0.352587384,x
i,4,i4,702.4,ProportionPeucedanum sp#,ProportionZInsectDensity,0.353063344,x
n,1,n1,1390.3,ProportionSilene nutans,ProportionZInsectDensity,0.3547495,x
u,2,u2,1749.2,ProportionGalium sp#,ProportionZInsectDensity,0.354930596,x
a,5,a5,1001,ProportionTrifolium montana,ProportionZInsectDensity,0.355222398,x
i,6,i6,702.2,ProportionGlobularia nudicaulis,ProportionZInsectDensity,0.355402938,x
i,2,i2,737.4,ProportionCarlina acaulis,ProportionZInsectDensity,0.355429819,x
i,2,i2,737.4,ProportionGalium sp#,ProportionZInsectDensity,0.355429819,x
a,1,a1,1020.6,ProportionArabis/Arabidopsis,ProportionZInsectDensity,0.356243829,x
u,2,u2,1749.2,ProportionTrifolium montana,ProportionZInsectDensity,0.357772155,x
i,1,i1,766.3,ProportionLathyrus pratensis,ProportionZInsectDensity,0.357871041,x
a,5,a5,1001,ProportionCrepis/Hieracium,ProportionZInsectDensity,0.359748428,x
o,4,o4,1576.2,ProportionCirsium arvense,ProportionZInsectDensity,0.359939428,x
i,3,i3,711.5,ProportionVicia cracca,ProportionZInsectDensity,0.360747597,x
i,3,i3,711.5,ProportionSalvia pratensis,ProportionZInsectDensity,0.36092751,x
o,4,o4,1576.2,ProportionHypericum sp#,ProportionZInsectDensity,0.362027697,x
i,3,i3,711.5,ProportionRanunculus sp#,ProportionZInsectDensity,0.363037417,x
a,3,a3,949.8,ProportionGlobularia nudicaulis,ProportionZInsectDensity,0.363544814,x
o,4,o4,1576.2,ProportionHieracium pilosella,ProportionZInsectDensity,0.363849275,x
i,5,i5,684.5,ProportionPlantago lanceolata,ProportionZInsectDensity,0.364167051,x
n,5,n5,1398.6,ProportionLeucanthemum vulgare,ProportionZInsectDensity,0.364790721,x
o,4,o4,1576.2,ProportionMelampyrum sylvaticum,ProportionZInsectDensity,0.365428088,x
i,6,i6,702.2,ProportionLeucanthemum vulgare,ProportionZInsectDensity,0.366415978,x
i,3,i3,711.5,ProportionPotentilla erecta,ProportionZInsectDensity,0.367223463,x
a,3,a3,949.8,ProportionAcinos alpinus,ProportionZInsectDensity,0.367414003,x
i,5,i5,684.5,ProportionGlobularia nudicaulis,ProportionZInsectDensity,0.370147675,x
a,6,a6,981.9,ProportionLeucanthemum vulgare,ProportionZInsectDensity,0.370331126,x
i,7,i7,648.5,ProportionCarlina vulgaris,ProportionZInsectDensity,0.372881356,x
i,6,i6,702.2,ProportionPolygala vulgaris,ProportionZInsectDensity,0.373019573,x
a,5,a5,1001,ProportionPlantago media,ProportionZInsectDensity,0.373157028,x
i,3,i3,711.5,ProportionCampanula sp#,ProportionZInsectDensity,0.373622849,x
u,1,u1,1745.8,ProportionVicia sepium,ProportionZInsectDensity,0.374504871,x
a,1,a1,1020.6,ProportionTeurium montanum,ProportionZInsectDensity,0.374667136,x
n,2,n2,1405.5,ProportionCampanula glomerata,ProportionZInsectDensity,0.376237624,x
i,7,i7,648.5,ProportionSanguisorba minor,ProportionZInsectDensity,0.377118644,x
i,1,i1,766.3,ProportionMedicago lupulina,ProportionZInsectDensity,0.377182088,x
n,4,n4,1420,ProportionGeranium sp#,ProportionZInsectDensity,0.377209369,x
i,6,i6,702.2,ProportionAsperula cynanchica,ProportionZInsectDensity,0.377284804,x
i,3,i3,711.5,ProportionCichorium intybus,ProportionZInsectDensity,0.377695129,x
u,1,u1,1745.8,ProportionBellis perennis,ProportionZInsectDensity,0.378717678,x
i,5,i5,684.5,ProportionGalium sp#,ProportionZInsectDensity,0.379003762,x
i,6,i6,702.2,ProportionArabis/Arabidopsis,ProportionZInsectDensity,0.379500662,x
n,4,n4,1420,ProportionRubus sp#,ProportionZInsectDensity,0.380348256,x
i,5,i5,684.5,ProportionAnthyllis vulneraria,ProportionZInsectDensity,0.38113582,x
o,3,o3,1612.7,ProportionCirsium arvense,ProportionZInsectDensity,0.381242196,x
n,3,n3,1407.7,ProportionClinopodium vulgare,ProportionZInsectDensity,0.38147139,x
a,1,a1,1020.6,ProportionCarlina acaulis,ProportionZInsectDensity,0.381556103,x
a,2,a2,984.9,ProportionMedicago lupulina,ProportionZInsectDensity,0.384770139,x
i,6,i6,702.2,ProportionCirsium acaule,ProportionZInsectDensity,0.385418637,x
n,1,n1,1390.3,ProportionHelianthemum nummularium,ProportionZInsectDensity,0.387231579,x
u,2,u2,1749.2,ProportionLamium album,ProportionZInsectDensity,0.387412054,x
a,5,a5,1001,ProportionMedicago lupulina,ProportionZInsectDensity,0.38877855,x
n,1,n1,1390.3,ProportionHieracium pilosella,ProportionZInsectDensity,0.389162769,x
a,5,a5,1001,ProportionStachys officinalis,ProportionZInsectDensity,0.389877242,x
i,7,i7,648.5,ProportionMedicago minima,ProportionZInsectDensity,0.390503094,x
a,6,a6,981.9,ProportionSilene vulgaris,ProportionZInsectDensity,0.390890361,x
o,4,o4,1576.2,ProportionHelianthemum nummularium,ProportionZInsectDensity,0.391680501,x
n,4,n4,1420,ProportionMedicago lupulina,ProportionZInsectDensity,0.393150139,x
o,3,o3,1612.7,ProportionGalium sp#,ProportionZInsectDensity,0.393692095,x
i,3,i3,711.5,ProportionSedum album,ProportionZInsectDensity,0.395228216,x
i,2,i2,737.4,ProportionTrifolium montana,ProportionZInsectDensity,0.395802291,x
u,2,u2,1749.2,ProportionAcinos alpinus,ProportionZInsectDensity,0.39617635,x
a,3,a3,949.8,ProportionArenaria/Linum ym#,ProportionZInsectDensity,0.397203931,x
i,1,i1,766.3,ProportionPolygala comosa,ProportionZInsectDensity,0.399735655,x
i,3,i3,711.5,ProportionArabis/Arabidopsis,ProportionZInsectDensity,0.399825336,x
i,5,i5,684.5,ProportionHypericum sp#,ProportionZInsectDensity,0.400235571,x
i,3,i3,711.5,ProportionMedicago lupulina,ProportionZInsectDensity,0.400468135,x
i,2,i2,737.4,ProportionCirsium acaule,ProportionZInsectDensity,0.403619879,x
a,2,a2,984.9,ProportionPlantago media,ProportionZInsectDensity,0.406341178,x
i,1,i1,766.3,ProportionCrepis/Hieracium/Leontodon,ProportionZInsectDensity,0.40684182,x
n,1,n1,1390.3,ProportionArenaria/Linum ym#,ProportionZInsectDensity,0.406891976,x
i,3,i3,711.5,ProportionCarum carvi,ProportionZInsectDensity,0.407809341,x
i,5,i5,684.5,ProportionTrifolium montana,ProportionZInsectDensity,0.408116947,x
a,6,a6,981.9,ProportionRanunculus sp#,ProportionZInsectDensity,0.40877908,x
o,4,o4,1576.2,ProportionPolygala alpestris,ProportionZInsectDensity,0.409437511,x
a,5,a5,1001,ProportionCarlina acaulis,ProportionZInsectDensity,0.409632572,x
a,5,a5,1001,ProportionPolygonum aviculare,ProportionZInsectDensity,0.409632572,x
i,5,i5,684.5,ProportionBellis perennis,ProportionZInsectDensity,0.410158399,x
o,3,o3,1612.7,ProportionCirsium acaule,ProportionZInsectDensity,0.411490122,x
i,5,i5,684.5,ProportionCichorium intybus,ProportionZInsectDensity,0.412240207,x
i,4,i4,702.4,ProportionCerastium sp#,ProportionZInsectDensity,0.412408621,x
n,5,n5,1398.6,ProportionHieracium pilosella,ProportionZInsectDensity,0.412541768,x
u,2,u2,1749.2,ProportionMedicago lupulina,ProportionZInsectDensity,0.415237614,x
i,7,i7,648.5,ProportionHippocrepis comosa,ProportionZInsectDensity,0.415667631,x
n,5,n5,1398.6,ProportionGalium sp#,ProportionZInsectDensity,0.416840627,x
a,6,a6,981.9,ProportionAllium carinatum,ProportionZInsectDensity,0.416997792,x
i,5,i5,684.5,ProportionCrepis/Hieracium,ProportionZInsectDensity,0.418511895,x
n,3,n3,1407.7,ProportionHieracium pilosella,ProportionZInsectDensity,0.420221557,x
a,1,a1,1020.6,ProportionCarlina vulgaris,ProportionZInsectDensity,0.421037402,x
i,5,i5,684.5,ProportionPlantago media,ProportionZInsectDensity,0.421747581,x
o,3,o3,1612.7,ProportionHelianthemum nummularium,ProportionZInsectDensity,0.421893411,x
n,5,n5,1398.6,ProportionGlobularia cardiflora,ProportionZInsectDensity,0.421907354,x
i,2,i2,737.4,ProportionOrchis ustulata,ProportionZInsectDensity,0.421981516,x
i,6,i6,702.2,ProportionTrifolium montana,ProportionZInsectDensity,0.422011037,x
a,5,a5,1001,ProportionVincetoxicum hirundinaria,ProportionZInsectDensity,0.422067268,x
i,2,i2,737.4,ProportionAnthyllis vulneraria,ProportionZInsectDensity,0.422335412,x
a,5,a5,1001,ProportionAsperula cynanchica,ProportionZInsectDensity,0.424080884,x
i,7,i7,648.5,ProportionThesium sp#,ProportionZInsectDensity,0.425,x
a,5,a5,1001,ProportionVeronica chamaedris,ProportionZInsectDensity,0.425324101,x
i,5,i5,684.5,ProportionHieracium pilosella,ProportionZInsectDensity,0.425478183,x
i,7,i7,648.5,ProportionStachys recta,ProportionZInsectDensity,0.426694915,x
n,5,n5,1398.6,ProportionCarum carvi,ProportionZInsectDensity,0.426714526,x
n,4,n4,1420,ProportionAegopodium podagraria,ProportionZInsectDensity,0.427001006,x
u,1,u1,1745.8,ProportionPimpinella sp#,ProportionZInsectDensity,0.427531827,x
n,4,n4,1420,ProportionAnthyllis vulneraria,ProportionZInsectDensity,0.427635676,x
n,4,n4,1420,ProportionLamium album,ProportionZInsectDensity,0.428482209,x
o,4,o4,1576.2,ProportionTeucrium chamaedris,ProportionZInsectDensity,0.428534792,x
i,1,i1,766.3,ProportionSilene vulgaris,ProportionZInsectDensity,0.428830585,x
a,5,a5,1001,ProportionArenaria/Linum ym#,ProportionZInsectDensity,0.429912183,x
u,1,u1,1745.8,ProportionVeronica officinalis,ProportionZInsectDensity,0.430956484,x
o,3,o3,1612.7,ProportionThesium sp#,ProportionZInsectDensity,0.431692291,x
i,1,i1,766.3,ProportionGlobularia nudicaulis,ProportionZInsectDensity,0.431965482,x
a,5,a5,1001,ProportionGeranium sp#,ProportionZInsectDensity,0.431976167,x
a,6,a6,981.9,ProportionTrifolium montana,ProportionZInsectDensity,0.43250656,x
o,4,o4,1576.2,ProportionAegopodium podagraria,ProportionZInsectDensity,0.432532846,x
i,4,i4,702.4,ProportionPimpinella sp#,ProportionZInsectDensity,0.43287772,x
i,7,i7,648.5,ProportionLathyrus pratensis,ProportionZInsectDensity,0.433050847,x
i,5,i5,684.5,ProportionPotentilla erecta,ProportionZInsectDensity,0.434522403,x
n,5,n5,1398.6,ProportionReseda lutea,ProportionZInsectDensity,0.434641277,x
i,6,i6,702.2,ProportionSalvia pratensis,ProportionZInsectDensity,0.43496271,x
i,7,i7,648.5,ProportionTrifolium pratense,ProportionZInsectDensity,0.43559322,x
i,3,i3,711.5,ProportionDaucus carota,ProportionZInsectDensity,0.43606533,x
i,5,i5,684.5,ProportionBuphthalmum salicifolium,ProportionZInsectDensity,0.436704472,x
o,3,o3,1612.7,ProportionLathyrus pratensis,ProportionZInsectDensity,0.437551744,x
a,2,a2,984.9,ProportionCarlina vulgaris,ProportionZInsectDensity,0.437632294,x
i,3,i3,711.5,ProportionBellis perennis,ProportionZInsectDensity,0.437741187,x
n,3,n3,1407.7,ProportionGalium sp#,ProportionZInsectDensity,0.438075163,x
i,1,i1,766.3,ProportionSalvia pratensis,ProportionZInsectDensity,0.438137917,x
i,6,i6,702.2,ProportionTrifolium pratense,ProportionZInsectDensity,0.438330277,x
a,2,a2,984.9,ProportionArabis/Arabidopsis,ProportionZInsectDensity,0.438406108,x
i,6,i6,702.2,ProportionLotus maritimus,ProportionZInsectDensity,0.438891795,x
a,5,a5,1001,ProportionCarum carvi,ProportionZInsectDensity,0.44034893,x
o,4,o4,1576.2,ProportionViola sp#,ProportionZInsectDensity,0.441329002,x
a,3,a3,949.8,ProportionTrifolium montana,ProportionZInsectDensity,0.442671618,x
a,6,a6,981.9,ProportionBellis perennis,ProportionZInsectDensity,0.443156733,x
i,6,i6,702.2,ProportionSilene vulgaris,ProportionZInsectDensity,0.444532018,x
i,2,i2,737.4,ProportionArenaria/Linum ym#,ProportionZInsectDensity,0.444540925,x
i,2,i2,737.4,ProportionGlobularia nudicaulis,ProportionZInsectDensity,0.444607515,x
n,1,n1,1390.3,ProportionOnonis spinosa,ProportionZInsectDensity,0.44595109,x
i,6,i6,702.2,ProportionPolygala comosa,ProportionZInsectDensity,0.446218284,x
i,1,i1,766.3,ProportionAtroba belladonna,ProportionZInsectDensity,0.446560408,x
a,5,a5,1001,ProportionHelianthemum nummularium,ProportionZInsectDensity,0.446696566,x
o,3,o3,1612.7,ProportionHypericum sp#,ProportionZInsectDensity,0.447744594,x
u,1,u1,1745.8,ProportionHypericum sp#,ProportionZInsectDensity,0.447818654,x
i,6,i6,702.2,ProportionPulsatilla sp#,ProportionZInsectDensity,0.448060985,x
o,3,o3,1612.7,ProportionAchillea millefolium,ProportionZInsectDensity,0.448134321,x
u,2,u2,1749.2,ProportionAegopodium podagraria,ProportionZInsectDensity,0.449797248,x
a,2,a2,984.9,ProportionTrifolium pratense,ProportionZInsectDensity,0.45032484,x
n,3,n3,1407.7,ProportionSilene nutans,ProportionZInsectDensity,0.45043972,x
a,5,a5,1001,ProportionApiaceae sp#,ProportionZInsectDensity,0.451340616,x
n,2,n2,1405.5,ProportionPotentilla sp#,ProportionZInsectDensity,0.452339352,x
i,5,i5,684.5,ProportionAsperula cynanchica,ProportionZInsectDensity,0.452351533,x
i,5,i5,684.5,ProportionLotus corniculatus,ProportionZInsectDensity,0.4523594,x
a,3,a3,949.8,ProportionCentaurea sp#,ProportionZInsectDensity,0.45369968,x
i,1,i1,766.3,ProportionCarduus nutans,ProportionZInsectDensity,0.454564272,x
a,4,a4,1002.8,ProportionHypericum sp#,ProportionZInsectDensity,0.455078504,x
i,2,i2,737.4,ProportionPlantago media,ProportionZInsectDensity,0.455683513,x
a,1,a1,1020.6,ProportionPolygala comosa,ProportionZInsectDensity,0.455955537,x
i,2,i2,737.4,ProportionPlantago lanceolata,ProportionZInsectDensity,0.455989264,x
a,5,a5,1001,ProportionGalium sp#,ProportionZInsectDensity,0.456085182,x
a,3,a3,949.8,ProportionLotus corniculatus,ProportionZInsectDensity,0.457435922,x
